微博内容,发布者名称,发布时间及设备,发布者主页
别人等待戈多我等待Python出图我的图和戈多又有什么本质区别呢​,侃井圆,03月31日21:25 来自HUAWEIP405G,https://weibo.com/7467939845?refer_flag=1001030103_
python这学年再见,記一昂江,03月31日21:24 来自nova8Pro我由我掌镜,https://weibo.com/5404928355?refer_flag=1001030103_
我现在只需要一个会用spssR语言python的人教我写论文而已让我死吧呜呜呜呜呜​,没有耐心的小王八蛋,03月31日21:22 来自iPhone客户端,https://weibo.com/6592707458?refer_flag=1001030103_
python真神奇​,栗枝-,03月31日21:22 来自iPhone客户端,https://weibo.com/2639589131?refer_flag=1001030103_
点开了一个叫左手excel，右手python的视频，听了不到10秒就困了。​,梨味烧饼,03月31日21:22 来自iPhone客户端,https://weibo.com/5567147313?refer_flag=1001030103_
平时用python处理csv习惯了猛然用了excel还得查一下数据透视表在哪里​,小克酱油,03月31日21:21 来自微博weibo.com,https://weibo.com/1959488993?refer_flag=1001030103_
哎，终于结束了mathematicsformachinelearning的线代和微积分前两个course，最后一个视频他说在实际工作中这些都不需要你只要用Python写两行代码就行了。我之前学的时候就想有scipy为啥还要学这么多。现在很无语，但还是再巩固一下吧，毕竟数学决定职业生涯上限虽然还有彩票校没来，但经过调研我​展开c,朔望黑石,03月31日21:14 来自小米10,https://weibo.com/6801372005?refer_flag=1001030103_
本来以为下个月我可以开心放大假了，现在发现有kif要做pre，还要拾起一些cfa和python，还要准备期末，还要计划出去玩4月请让我烂在学校好吗！！！！2英国·伦敦国王学院​,全世界最后一个奋斗s,03月31日21:14 来自iPhone,https://weibo.com/7195325630?refer_flag=1001030103_
K8s的接口太不友好了，用Pythonclient去调用一个查询所有pod的信息接口api/v1/pods，pod一多，会返回超大量的数据​,ssh_alitheia,03月31日21:13 来自iPhone客户端,https://weibo.com/5204616997?refer_flag=1001030103_
明天Python改网课寝室学习改麻将​,--旺旺仙贝,03月31日21:11,https://weibo.com/5225366345?refer_flag=1001030103_
别说数列什么的没用了…金融也在用python也在用真的太天真的我恨数学但是…数学真的有用…………​,Carolin_黑化版,03月31日21:08 来自iPhone客户端,https://weibo.com/5862103259?refer_flag=1001030103_
Python小白一个，请问这个错在哪了？该怎么改啊？谢谢​,七安83117,03月31日21:08 来自Python超话,https://weibo.com/6591201940?refer_flag=1001030103_
太久太久没有这种成就感了因为是个电脑白痴每天做一些Python会计题出来真的让我激动到落泪好吗小武太聪明了2成都​,yi武六六同学,03月31日21:07 来自HUAWEIP30,https://weibo.com/6986464684?refer_flag=1001030103_
当初python这么教我还不得进国家安全局？//@小毛在家待机:救命哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈评论配图,小毛在家待机,03月31日21:05,https://weibo.com/6733619976?refer_flag=1001030103_
合计了一下发现自己什么都没学啊！高数线代会计Python宏观…狗思修也要背……歇逼了啊！！​,槲叶和枳花,03月31日21:05 来自iPhone客户端,https://weibo.com/2677221804?refer_flag=1001030103_
我为什么要报名案例大赛，上一次这么辛苦还是在写python论文​,感觉自己好帅Q,03月31日21:04 来自HarmonyOS设备,https://weibo.com/6245452384?refer_flag=1001030103_
Python真的会难到我​,严浩翔眼中的小禹宙,03月31日21:03 来自vivoX60蔡司影像,https://weibo.com/7623876385?refer_flag=1001030103_
【HowtoscrapepagesbehindloginwithPython】O网页链接如何使用Python抓取登录后的页面？​,网路冷眼,03月31日21:00 来自皮皮时光机,https://weibo.com/1715118170?refer_flag=1001030103_
"DAY13""NowIknowIcan’tstaynomore.""今天在Python123里住下了P3说到我心坎里了哈哈哈哈哈​",-Aiztyy·,03月31日20:59 来自荣耀V40轻奢版,https://weibo.com/7402869681?refer_flag=1001030103_
刘宪华python？？？？嗯？？？好怪再看一遍​,小毛在家待机,03月31日20:59,https://weibo.com/6733619976?refer_flag=1001030103_
已经无聊到白天学cpa晚上学Python的程度了…咱就是说有没有一起组团考cpa的​​​，我是学霸，我带你飞2平顶山​,Windmomos,03月31日20:57 来自iPhone,https://weibo.com/6001053913?refer_flag=1001030103_
💙Python值的我为它单发一条微博儿​,小琳卟噜,03月31日20:53 来自iPhone客户端,https://weibo.com/5540542948?refer_flag=1001030103_
菜🐔觉得python用起来好顺滑​,考博的学术能能,03月31日20:52 来自荣耀20,https://weibo.com/6544927921?refer_flag=1001030103_
python比r难多了吧😅一些随心所欲瞎xx写我真的​,兰西亚有点饿,03月31日20:45 来自iPhone12,https://weibo.com/5663041718?refer_flag=1001030103_
那确实不存在了//@RevengeRangers:回复@宝儿的伢伢:不存在，我就是瞎B写的//@宝儿的伢伢:那到底是存在还是不存在，已经有cve编号了//@RevengeRangers:没问题，不是python，不会出现缩进和换行的错误//@小金刚Kk:最后几行缩进有问题呢,宝儿的伢伢,03月31日20:45 来自真我GTNeo2T,https://weibo.com/2037572905?refer_flag=1001030103_
嘻嘻微博可以随便说反正也没人认识我无语的Python和无语的核酸和无语的两点半开始的无聊​,雪澜语,03月31日20:42 来自荣耀20,https://weibo.com/5476060471?refer_flag=1001030103_
回复@宝儿的伢伢:不存在，我就是瞎B写的//@宝儿的伢伢:那到底是存在还是不存在，已经有cve编号了//@RevengeRangers:没问题，不是python，不会出现缩进和换行的错误//@小金刚Kk:最后几行缩进有问题呢,RevengeRangers,03月31日20:42 来自iPhone客户端,https://weibo.com/1463212167?refer_flag=1001030103_
TODOLIST1.单词2.dictation3.Python第二次上机4.sophie’sworld5.中国文化概要pre6.newsreport听力​,立刻拨打小狗幺幺零,03月31日20:41 来自HUAWEIP50Pro,https://weibo.com/6021235168?refer_flag=1001030103_
今日狠人—手写python笔记​,夜无雙1111,03月31日20:40 来自iPhone,https://weibo.com/7585230339?refer_flag=1001030103_
在R和python之间摇摆不定的渣女本女还在摇摆.....想花钱找人写程序​,happy要努力,03月31日20:39 来自iPhone客户端,https://weibo.com/2414832842?refer_flag=1001030103_
有人会python吗我确实是一整个大抓瞎​,554x,03月31日20:31 来自iPhone客户端,https://weibo.com/5232351868?refer_flag=1001030103_
写python的时候wc我无所不能吧写Cwc寸步难行指针爸爸呀你去哪了呀​,大约是锦李Lei,03月31日20:29 来自锦李的iPhone客户端,https://weibo.com/5268620319?refer_flag=1001030103_
三月最后一天和python过🥀​,Heliotrope_ye,03月31日20:27 来自iPhone客户端,https://weibo.com/5326419938?refer_flag=1001030103_
没问题，不是python，不会出现缩进和换行的错误//@小金刚Kk:最后几行缩进有问题呢,RevengeRangers,03月31日20:23 来自iPhone客户端,https://weibo.com/1463212167?refer_flag=1001030103_
p1python学不懂学不懂🫠p2从高三就喜欢囤维他p3专业要分流啦（不想去财管当卷狗）p4每天晚自习都在跟高数“打架”p5超喜欢的设计师要努力向他靠近要去日本见他p6跌到谷底往哪走都是向上👆p7马健博在备考呜呜好想他p8迪士尼不再少女变成🆒girl🫡p9每天都拥挤的食堂吃​展开c,_K_Hee,03月31日20:22 来自iPhone客户端,https://weibo.com/5286020554?refer_flag=1001030103_
上python公开课，讲爬虫相关，居然在范例里面看到“夜的命名术”，意外惊喜啊！@会说话的肘子第一哦​,米小幽,03月31日20:21 来自iPhone客户端,https://weibo.com/2484825047?refer_flag=1001030103_
破防了，这不就是下午我做python的样子嘛，不会做且毫无头绪差点哭了，欲哭无泪​,你可拉倒吧w_w,03月31日20:20 来自nova5i2400万AI四摄,https://weibo.com/7678233964?refer_flag=1001030103_
#Python程序开发#2022年3月31日，2022年甘肃省职业院校技能大赛Python程序开发赛项说明会于线上成功召开！本次说明会由甘肃林业职业技术学院组织，中慧云启科技集团有限公司提供技术支持。O网页链接​,中慧云启科技集团,03月31日20:20 来自新版微博weibo.com,https://weibo.com/7658891006?refer_flag=1001030103_
三天假一天人解一天物理一天细生可能还弄不完python也要看真是不愁没事干​,野原鯛魚焼,03月31日20:18 来自iPhone客户端,https://weibo.com/5311885057?refer_flag=1001030103_
我。。。。自惭形秽。。。。。。。看着我磕死了也做不出来的Python题晒干沉默。。。。。,鸭鸭废话簿,03月31日20:17 来自Android,https://weibo.com/5998600615?refer_flag=1001030103_
Cifer一想到媳妇儿是那么努力积极的人我就不忍心在Python课上摆烂，离媳妇儿开播还有一刻钟，希望我在这有限的时间敲完这个折磨人的东西💔​,紫菜蛋花汤Delicious,03月31日20:16 来自Cifer超话,https://weibo.com/7608430447?refer_flag=1001030103_
一个学期没碰python现在写python跟写java似的啥都想加个大括号加个分号前六个星期过得太舒服太闲的原因可能是不用写代码吧环境配置就够让人焦头烂额了​,YYYzhan,03月31日20:08 来自iPhone,https://weibo.com/1010496957?refer_flag=1001030103_
上python课坐前排拿错书​,快乐与你呢,03月31日20:04 来自iPhone客户端,https://weibo.com/5259479776?refer_flag=1001030103_
以后在这里说废话了！反正偶那个大号已经被卡废了要不是我一直在那个耗签到我早就不要他了我现在是芒果蛋挞（与python和高数决一死战版另外一个号是什么，什么也不是只能说🚬​,今天吃芒果蛋挞了吗,03月31日20:00 来自🌈🥰iPad(金色),https://weibo.com/6527187697?refer_flag=1001030103_
python课之我在学画画画了一只肥肥的玛丽猫​,流星热爱在花溪数羊,03月31日19:56 来自iPhone客户端,https://weibo.com/7640214513?refer_flag=1001030103_
Python为什么要为难电脑白痴​,你的上好佳a,03月31日19:51 来自OPPOReno65G,https://weibo.com/6576702090?refer_flag=1001030103_
今日成就：改出来一个适合自己的Python数据处理代码​,争取早日毕业吖,03月31日19:49 来自Android,https://weibo.com/7509403212?refer_flag=1001030103_
#今日分享#今日开会获得之一天学会python/C/R……​,叫我小韦就好,03月31日19:49 来自新版微博weibo.com,https://weibo.com/1635843452?refer_flag=1001030103_
《比正则快M倍以上！Python替换字符串的新姿势》：O网页链接​,Python开发者,03月31日19:46 来自微博weibo.com,https://weibo.com/5305630013?refer_flag=1001030103_
刚在b站看到一个视频，人家用python可以敲出飞行模式，我做两道python题都花了我一下午的时间​,鹧鸪浅山蔵yu,03月31日19:44 来自华晨宇的火星人,https://weibo.com/7203845321?refer_flag=1001030103_
蒽人被逼急了什么都会做除了python​,OntarioG0thic,03月31日19:42 来自iPhone客户端,https://weibo.com/5251257203?refer_flag=1001030103_
上班挺好的。沉迷于研究央视新闻每天9点发的疫情通报。可以用python挖掘好多东西。挖掘完江苏，套到了上海身上，完全ok。上海每天每个区域的疫情情况汇总成了图2。这给各位大爷看多方便。上海疫情数据确实夸张了。​,希若inner,03月31日19:41 来自iPhone客户端,https://weibo.com/6735405263?refer_flag=1001030103_
学python从安装各种软件开始...​,一颗时光胶囊,03月31日19:39 来自微博国际版,https://weibo.com/5190336521?refer_flag=1001030103_
python的“你好”绝对是英语里的abandon​,小gaga鸭,03月31日19:32 来自iPhone客户端,https://weibo.com/5861855400?refer_flag=1001030103_
propose！//@头戴胖次银Silver:Prison//@Bondson_:pathetic//@深渊NorthAbyssor:pass//@BCkong:progress//@orangee:push//@笨贼Athusin:persona//@九三JD:production//@野比大雄:penis（bushi@北錦魚卷:python//@零度盐枝:Photoshop//@君何:pig//@炸九糖:p……abandon,DSwlp,03月31日19:30 来自微博国际版,https://weibo.com/5360780625?refer_flag=1001030103_
